Global cost,Global NV,Global TD,Global time
7.99984534519,7,4116.39148741,0.5659997463226318
7.99983691986,7,3903.72349641,2.0257797241210938
6.99983312701,6,3814.99592071,2.3928349018096924
6.99983037385,6,3753.07552551,5.1098854541778564
6.99982658523,6,3671.08160871,5.53012490272522
6.99982392696,6,3615.6571753,12.132599115371704
6.99982360804,6,3609.11994293,12.964096546173096
6.99982358934,6,3608.73743068,13.823028087615967
6.99981920659,6,3521.25533582,14.244903087615967
6.99981445257,6,3431.03508876,14.670390844345093
6.99981226619,6,3391.07678727,19.260409593582153
5.99981811796,5,3500.17931619,22.831445932388306
5.99980702706,5,3299.01049847,31.3119695186615
5.99980088182,5,3197.1954363,39.41924214363098
5.99979336162,5,3080.83980608,46.0828161239624
5.99978751241,5,2996.03263803,60.666929960250854
5.99978739247,5,2994.34245035,86.35480046272278
5.99978269719,5,2929.6434062,89.82752919197083
5.99978207088,5,2921.22390285,120.47052764892578
5.9997752333,5,2832.35789948,122.63276171684265
5.99977452093,5,2823.40944377,130.46466159820557
5.99977284577,5,2802.5881557,130.90633940696716
5.99977017581,5,2770.02933838,133.95029520988464
5.9997640038,5,2697.58471683,220.36563634872437
5.99976221828,5,2677.32835511,232.9233627319336
4.99975545192,4,2603.24984635,301.18568754196167
4.9997534615,4,2582.23251231,504.80834197998047
4.999752707,4,2574.35405979,708.4912869930267
4.99975150563,4,2561.90809066,711.9817774295807
4.99974057661,4,2453.97976103,834.2905631065369
4.99973446757,4,2397.52162815,1037.1304655075073
4.99973358549,4,2389.58355288,1486.5143151283264
4.99972424922,4,2308.6779313,1591.526326417923
4.99972363065,4,2303.51065903,2037.175446510315
4.99972075225,4,2279.76670504,2091.9921300411224
4.99971656031,4,2246.05007807,2096.088756799698
4.99970929125,4,2189.88841018,2114.232476711273
4.99970718373,4,2174.1268777,2533.4147090911865
4.99970281715,4,2142.18194675,2533.9037652015686
