Global cost,Global NV,Global TD,Global time
27.9998258979,27,3656.58872253,0.633277416229248
25.9998272044,25,3684.23593011,1.0475115776062012
22.9998288311,22,3719.24981801,1.473437786102295
22.9998271196,22,3682.42948006,1.873589038848877
21.9998228652,21,3593.98446235,2.265904188156128
20.999818321,20,3504.09064603,2.6690852642059326
18.9998278139,18,3697.27643386,3.070357322692871
17.9998285261,17,3712.63395223,3.464998960494995
16.9998237611,16,3612.25529534,3.866377353668213
16.9998213969,16,3564.43775635,4.2625298500061035
16.9998203101,16,3542.8796169,4.659339427947998
16.9998182542,16,3502.80386074,5.049833536148071
15.9998148443,15,3438.29403333,5.444326639175415
15.9998131821,15,3407.70301008,11.344160079956055
15.9998130426,15,3405.15943946,12.125170707702637
15.9998091197,15,3335.17809847,15.23040246963501
15.9998064167,15,3288.60847958,19.13182020187378
14.9998202272,14,3541.24605564,19.91111922264099
14.9998180697,14,3499.25160387,21.070255994796753
14.9997948332,14,3102.936987,23.783534288406372
14.9997921351,14,3062.66085619,26.748356819152832
14.9997893364,14,3021.97341945,28.9095401763916
14.9997834506,14,2939.83562923,35.63431000709534
14.9997816654,14,2915.79918196,37.823119163513184
14.9997809733,14,2906.58557547,57.228044509887695
14.9997803547,14,2898.3988468,62.871217012405396
14.9997781737,14,2869.90154304,64.6044373512268
14.999775554,14,2836.40444966,74.60271382331848
14.9997727291,14,2801.14997904,92.15372157096863
13.9997945849,13,3099.18643119,92.58629274368286
13.9997895893,13,3025.60534824,125.55843806266785
13.9997817197,13,2916.52446722,141.63774800300598
13.9997725644,13,2799.12078813,169.2775173187256
13.9997696446,13,2763.64185534,169.6928415298462
13.9997654053,13,2713.70044629,170.10762286186218
13.9997643896,13,2702.00219155,172.1898741722107
13.9997620836,13,2675.81280373,201.88411140441895
13.9997616721,13,2671.1929561,205.13735246658325
13.9997575427,13,2625.69801981,206.36715054512024
13.9997560743,13,2609.89208445,208.81438732147217
13.9997543328,13,2591.39128882,211.66885662078857
13.9997446877,13,2493.49456058,215.7946150302887
13.9997378104,13,2428.08893205,219.06769490242004
13.9997359884,13,2411.33287541,222.75343132019043
13.9997342339,13,2395.41369844,297.7529675960541
13.9997339075,13,2392.47491946,298.23444843292236
13.9997334934,13,2388.75783927,301.62510538101196
13.9997331437,13,2385.62783887,324.05496168136597
13.9997330136,13,2384.46477282,328.9828655719757
13.9997329235,13,2383.66056624,380.19103837013245
13.9997310227,13,2366.81589573,397.7545566558838
13.9997304999,13,2362.22488698,414.19640135765076
13.9997300456,13,2358.24885979,418.8739709854126
13.999728171,13,2341.98620446,420.28563952445984
13.9997268036,13,2330.2638297,420.7470896244049
13.9997218505,13,2288.76854485,458.02968311309814
13.9997114707,13,2206.43041318,484.7988455295563
13.9997089465,13,2187.29473468,485.72444581985474
13.999707226,13,2174.44106539,577.1928887367249
13.9997024502,13,2139.5398428,595.00346326828
13.9997011364,13,2130.13486197,614.5552620887756
13.9996957808,13,2092.63469785,618.3074612617493
12.9997085137,12,2184.04663474,738.0255618095398
12.9997077793,12,2178.55780093,738.5050621032715
12.9996969647,12,2100.81013608,738.9827296733856
12.9996964708,12,2097.39191424,739.460780620575
12.9996955958,12,2091.36336375,759.7537100315094
12.9996932693,12,2075.50051634,766.8817038536072
12.9996885831,12,2044.26848009,767.4075782299042
12.9996883846,12,2042.96623303,768.4173927307129
12.9996828455,12,2007.2860981,769.9430873394012
12.9996813846,12,1998.08216318,805.3418805599213
12.9996802203,12,1990.80729236,827.6584088802338
12.9996791184,12,1983.97072199,830.8576605319977
12.9996790772,12,1983.71636741,877.6925158500671
12.9996744788,12,1955.69347175,893.1335020065308
12.9996741564,12,1953.75839151,1070.329716205597
12.9996708671,12,1934.23287671,1119.716554403305
12.9996699649,12,1928.94538924,1120.2379324436188
11.9996812301,11,1997.11338488,1148.9061694145203
11.9996750337,11,1959.03330458,1165.3160483837128
11.9996733269,11,1948.79778281,1165.8057117462158
11.9996698706,11,1928.39470857,1168.2780516147614
11.9996694538,11,1925.96280372,1169.2728023529053
11.999667236,11,1913.12672732,1169.7708041667938
11.9996644767,11,1897.39346032,1173.2619502544403
11.9996564719,11,1853.18110441,1299.71719789505
11.9996505423,11,1821.7360486,1300.7693622112274
11.9996360746,11,1749.31390349,1356.7454743385315
11.9996329797,11,1734.56241742,1357.2455234527588
11.9996324043,11,1731.84742442,1594.2065825462341
11.9996276116,11,1709.55846976,1595.7622346878052
11.9996268621,11,1706.12450343,2021.8517489433289
11.9996137637,11,1648.26467685,2112.205600500107
11.9996127906,11,1644.12254123,2362.079674720764
11.9996098945,11,1631.9166866,2534.9756247997284
11.9996043735,11,1609.14339169,2556.9474334716797
11.9996010601,11,1595.7784617,2571.063618659973
11.9995961349,11,1576.31749141,2575.917500972748
11.9995948478,11,1571.30988682,2584.5242099761963
11.9995933785,11,1565.63205442,2585.0672767162323
11.9995844378,11,1531.94808129,2585.6067407131195
11.9995818883,11,1522.60672099,2722.3548877239227
11.9995673524,11,1471.45069311,2722.8246631622314
11.9995635746,11,1458.71355845,2763.19771528244
11.9995631631,11,1457.33939431,2763.7214708328247
11.9995625868,11,1455.41957783,2796.437424659729
11.9995613377,11,1451.27501936,3211.979649543762
11.9995556362,11,1432.65421737,3219.5681858062744
11.9995534695,11,1425.70263395,3220.097710609436
11.9995510398,11,1417.98679976,3220.630323410034
11.999548468,11,1409.91053603,3237.9497821331024
11.9995404779,11,1385.39518584,3247.39897441864
11.9995387674,11,1380.25738926,3250.5527079105377
11.9995274385,11,1347.16779707,3251.0841114521027
11.9995174193,11,1319.19845196,3266.8456456661224
11.9995083117,11,1294.76262095,3443.18759059906
