Global cost,Global NV,Global TD,Global time
28.9998312582,28,3772.74374175,0.7040767669677734
27.9998368275,27,3901.51462577,1.190610408782959
25.9998226429,25,3589.47911572,1.6548418998718262
25.9998225623,25,3587.84879242,2.122058629989624
25.9998188964,25,3515.22450821,3.9698383808135986
24.9998242468,24,3622.23765211,4.893052101135254
24.9998204583,24,3545.80351188,6.275299310684204
23.9998163923,23,3467.28169445,9.035738945007324
23.9998118322,23,3383.25505656,14.682899713516235
23.999809162,23,3335.91688573,16.07034707069397
22.9998021077,22,3217.00056724,16.539120197296143
22.9998020086,22,3215.39046539,18.439976930618286
22.9998014948,22,3207.06777459,18.925472021102905
21.9997835353,21,2940.98689365,22.27363395690918
20.9997803787,20,2898.71559154,23.709357738494873
20.999778286,20,2871.35574559,67.63490176200867
20.9997773497,20,2859.28048454,80.56741952896118
20.9997769229,20,2853.81023882,84.35173463821411
19.9997771157,19,2856.2795732,89.00560593605042
19.9997729892,19,2804.35895803,101.14928793907166
19.9997710232,19,2780.27996876,102.12108206748962
19.9997692839,19,2759.32068817,115.83711457252502
19.9997665423,19,2726.91710639,130.0775921344757
19.9997656333,19,2716.3400144,132.50028228759766
19.9997637347,19,2694.51250859,134.44869804382324
19.9997601861,19,2654.64025156,134.93352794647217
18.9997608151,18,2661.62178586,143.64820957183838
18.9997544575,18,2592.70672542,184.4406168460846
18.9997540706,18,2588.62797987,188.4563422203064
18.9997531652,18,2579.13243989,196.400554895401
18.9997460563,18,2506.93280867,218.10636949539185
18.999743473,18,2481.68660787,218.5796093940735
18.9997432882,18,2479.90010534,219.07549619674683
17.9997422583,17,2469.99119964,268.1643373966217
17.9997397668,17,2446.34300372,306.7281002998352
17.9997365403,17,2416.38408858,337.45573925971985
17.9997321342,17,2376.63688372,338.7997353076935
17.9997288556,17,2347.89936037,348.3191165924072
17.9997286417,17,2346.04835337,348.75840616226196
17.9997280319,17,2340.78785175,349.19778966903687
17.9997265995,17,2328.52451215,463.6158561706543
17.9997203912,17,2276.82305659,496.5676245689392
17.9997167594,17,2247.62904029,501.00749707221985
17.9997156064,17,2238.51627049,501.4963643550873
17.999714804,17,2232.21797295,528.7238669395447
16.9997032172,16,2145.06931406,682.7160019874573
16.9997019144,16,2135.69424004,703.6722910404205
16.9997014547,16,2132.40576131,704.7168183326721
16.9997010459,16,2129.48968442,765.3279271125793
16.9997008295,16,2127.94950796,991.4640457630157
16.9996989473,16,2114.64550518,1266.6590003967285
16.9996982362,16,2109.66212244,1323.0089707374573
15.9996945569,15,2084.24949841,1390.7808077335358
15.9996884155,15,2043.1685955,1448.1606376171112
15.9996873991,15,2036.5256518,1579.2041726112366
15.9996863873,15,2029.95484706,1792.5152115821838
15.999686055,15,2027.80640472,1928.9594860076904
15.9996853406,15,2023.20254781,2031.4915783405304
15.9996827491,15,2006.67573345,2096.8679435253143
