Global cost,Global NV,Global TD,Global time
6.99981148188,6,3376.96850397,0.6334984302520752
5.99981105975,5,3369.42374518,1.0507185459136963
5.99980002107,5,3183.43419882,1.4363911151885986
5.99978329609,5,2937.74005192,2.603623867034912
5.99977786353,5,2865.89474181,4.9765801429748535
5.99977177428,5,2789.4303227,6.968972206115723
5.99976979715,5,2765.47290915,13.417467832565308
5.99976071622,5,2660.52197661,14.22951626777649
5.99975799547,5,2630.61083266,17.103631019592285
5.99975649667,5,2614.41903459,23.01141929626465
5.99975241358,5,2571.30317429,25.112017393112183
5.99975072403,5,2553.87528286,28.438570499420166
5.99974447474,5,2491.41603645,30.679473876953125
4.99975573191,4,2606.23374496,36.82081913948059
4.99974620148,4,2508.36658191,50.632365226745605
4.99974010105,4,2449.4894535,53.43519568443298
4.99973960902,4,2444.86094538,86.73923778533936
4.99972662517,4,2328.74300029,102.9372227191925
4.99972318845,4,2299.83081311,107.99764275550842
4.99972174215,4,2287.87699972,118.2941324710846
4.99971435805,4,2228.7332992,172.1139268875122
4.99970870813,4,2185.50459426,284.73061752319336
4.99970840504,4,2183.23293089,285.65937185287476
4.99970599281,4,2165.32025251,306.42237162590027
4.99970595403,4,2165.0346702,340.23668217658997
4.99970517929,4,2159.34530902,341.14085841178894
4.99970455174,4,2154.75873557,402.2337899208069
4.99969995335,4,2121.73583276,407.68981194496155
4.99969886718,4,2114.08285012,528.2859020233154
4.9996954508,4,2090.36740737,592.7982845306396
4.99969344704,4,2076.703915,690.4286406040192
4.99969267236,4,2071.46911674,703.7745332717896
4.99968936278,4,2049.39936163,717.7933747768402
4.99968519373,4,2022.25870605,857.3252210617065
4.99968476428,4,2019.50377162,862.9269349575043
4.99968462453,4,2018.60885187,927.7035083770752
4.99968387517,4,2013.82382754,970.9615187644958
4.99968114076,4,1996.55405999,1130.973422050476
4.99968064444,4,1993.45117341,1293.1647953987122
4.99968056594,4,1992.96127852,1452.8793122768402
4.9996780672,4,1977.49254384,1496.8328323364258
